Date,Description,Amount,Category,Type
2024-08-25,CASHBACK CREDIT,1393.13,,Credit
2024-01-17,SPOTIFY,149.21,,Debit
2024-06-10,BONUS CREDIT,1420.63,,Credit
2024-06-02,YOUTUBE PREMIUM,311.35,,Debit
2024-08-03,GAS CYLINDER,981.49,,Debit
2025-08-19,FLIPKART,8821.01,,Debit
2025-05-17,RAPIDO,114.55,,Debit
2025-06-07,DOMINOS PIZZA,412.85,,Debit
2024-01-27,ELECTRICITY BILL,1371.93,,Debit
2025-02-14,OLA CABS,177.3,,Debit
2025-06-21,AMAZON PRIME,574.98,,Debit
2025-01-06,STARBUCKS,953.36,,Debit
2025-11-09,RAPIDO,634.27,,Debit
2024-01-14,LOCAL RESTAURANT,1969.87,,Debit
2024-06-09,NETFLIX,734.13,,Debit
2025-09-26,DMART,3288.23,,Debit
2025-05-30,AMAZON.COM,3141.22,,Debit
2024-01-24,LOCAL RESTAURANT,367.24,,Debit
2025-09-16,DMART,2385.55,,Debit
2024-12-16,AMAZON PRIME,651.08,,Debit
2024-11-13,FLIPKART,6065.85,,Debit
2024-09-10,UBER,1235.0,,Debit
2024-10-25,CASHBACK CREDIT,367.27,,Credit
2025-09-20,FLIPKART,1461.54,,Debit
2025-01-07,CASHBACK CREDIT,561.05,,Credit
2024-06-04,CASHBACK CREDIT,1464.08,,Credit
2025-10-30,YOUTUBE PREMIUM,216.67,,Debit
2025-10-10,INTERNET BILL,1104.42,,Debit
2024-10-12,SALARY CREDIT,68941.31,,Credit
2024-11-15,ELECTRICITY BILL,2179.25,,Debit
2024-12-13,LOCAL RESTAURANT,631.18,,Debit
2025-02-06,RAPIDO,438.42,,Debit
2024-08-19,CASHBACK CREDIT,1840.6,,Credit
2024-05-22,BOOKMYSHOW,1217.96,,Debit
2024-03-12,GYM MEMBERSHIP,852.48,,Debit
2024-01-29,FREELANCE PAYMENT,18962.19,,Credit
2024-10-29,MCDONALDS,206.13,,Debit
2024-06-05,INTEREST CREDIT,228.65,,Credit
2024-01-23,BONUS CREDIT,1296.65,,Credit
2024-12-26,MEDPLUS,2226.87,,Debit
2025-01-16,CASHBACK CREDIT,891.65,,Credit
2024-03-07,MOBILE RECHARGE,486.01,,Debit
2025-08-30,RENT,9337.65,,Debit
2025-11-01,SWIGGY,706.81,,Debit
2025-12-24,SWIGGY,196.1,,Debit
2024-03-15,APOLLO PHARMACY,699.87,,Debit
2024-03-30,CASHBACK CREDIT,978.58,,Credit
2024-01-09,DOMINOS PIZZA,1161.06,,Debit
2024-11-09,UDEMY COURSE,1457.68,,Debit
2024-11-21,RENT,13307.32,,Debit
2025-04-06,ELECTRICITY BILL,645.49,,Debit
2025-02-01,MYNTRA,1466.77,,Debit
2025-02-06,UBER,1017.07,,Debit
2025-09-17,AMAZON PRIME,374.07,,Debit
2024-06-10,ZOMATO,554.65,,Debit
2024-05-18,APOLLO PHARMACY,1494.63,,Debit
2025-10-03,LOCAL RESTAURANT,1167.56,,Debit
2025-09-22,FREELANCE PAYMENT,20080.68,,Credit
2025-10-20,NETFLIX,792.89,,Debit
2024-11-25,PETROL PUMP,4181.61,,Debit
2025-10-12,AMAZON PRIME,1480.37,,Debit
2024-07-21,NETFLIX,845.09,,Debit
2025-10-01,RAPIDO,539.26,,Debit
2024-12-08,WATER BILL,333.87,,Debit
2025-12-17,PETROL PUMP,4575.89,,Debit
2024-07-15,PVR CINEMAS,1343.83,,Debit
2025-09-01,STARBUCKS,512.89,,Debit
2024-12-13,PETROL PUMP,1067.63,,Debit
2025-09-17,APOLLO PHARMACY,1455.18,,Debit
2024-10-10,INTERNET BILL,750.89,,Debit
2024-04-23,GAS CYLINDER,933.25,,Debit
2025-07-02,AMAZON PRIME,1482.06,,Debit
2025-07-05,SALARY CREDIT,57934.47,,Credit
2024-03-28,AMAZON.COM,7911.28,,Debit
2025-06-21,STARBUCKS,782.98,,Debit
2024-05-07,ZOMATO,485.95,,Debit
2025-08-21,OLA CABS,631.21,,Debit
2024-02-12,DMART,5917.0,,Debit
2024-08-16,FREELANCE PAYMENT,21176.98,,Credit
2025-02-25,SALARY CREDIT,59394.04,,Credit
2025-09-21,MEDPLUS,867.93,,Debit
2024-04-23,PVR CINEMAS,1880.2,,Debit
2025-09-04,UBER,255.6,,Debit
2025-07-01,APOLLO PHARMACY,2543.17,,Debit
2025-08-21,AMAZON PRIME,1288.67,,Debit
2024-07-06,ZOMATO,535.69,,Debit
2025-08-26,SPOTIFY,271.8,,Debit
2025-03-17,OLA CABS,259.14,,Debit
2025-03-18,LOCAL RESTAURANT,1311.43,,Debit
2025-07-06,GYM MEMBERSHIP,2186.61,,Debit
2024-07-19,BONUS CREDIT,634.21,,Credit
2025-01-03,MEDPLUS,754.31,,Debit
2024-11-18,PETROL PUMP,4371.39,,Debit
2024-10-05,SPOTIFY,103.06,,Debit
2024-06-08,GAS CYLINDER,1450.07,,Debit
2025-07-31,AMAZON PRIME,978.13,,Debit
2024-05-13,ZOMATO,335.73,,Debit
2025-01-17,DOMINOS PIZZA,858.22,,Debit
2024-11-22,RAPIDO,612.42,,Debit
2024-02-14,ZOMATO,732.92,,Debit
2024-06-25,FLIPKART,4559.04,,Debit
2025-04-28,STARBUCKS,954.34,,Debit
2025-04-01,WATER BILL,252.43,,Debit
2024-10-07,SPOTIFY,296.16,,Debit
2024-06-03,LOCAL RESTAURANT,1386.78,,Debit
2024-09-30,BOOKMYSHOW,1298.89,,Debit
2025-04-03,PETROL PUMP,3400.41,,Debit
2024-12-16,SALARY CREDIT,65906.67,,Credit
2024-09-02,UDEMY COURSE,774.4,,Debit
2024-11-17,OLA CABS,339.43,,Debit
2024-05-15,DOMINOS PIZZA,1080.72,,Debit
2024-02-16,ELECTRICITY BILL,1809.29,,Debit
2025-09-28,AMAZON PRIME,813.69,,Debit
2024-09-10,GYM MEMBERSHIP,1985.77,,Debit
2025-10-09,NETFLIX,485.13,,Debit
2024-07-01,NETFLIX,872.49,,Debit
2025-04-30,YOUTUBE PREMIUM,388.87,,Debit
2024-04-01,ELECTRICITY BILL,722.16,,Debit
2024-05-18,INTERNET BILL,809.34,,Debit
2025-03-24,MYNTRA,1155.28,,Debit
2025-04-01,LOCAL RESTAURANT,1586.36,,Debit
2024-12-12,YOUTUBE PREMIUM,162.15,,Debit
2025-07-30,CASHBACK CREDIT,1433.87,,Credit
2024-04-03,INTEREST CREDIT,589.11,,Credit
2024-10-21,UDEMY COURSE,1401.57,,Debit
2025-07-15,FREELANCE PAYMENT,5478.8,,Credit
2024-10-21,YOUTUBE PREMIUM,373.97,,Debit
2024-11-29,LOCAL RESTAURANT,1438.33,,Debit
2024-03-08,UDEMY COURSE,789.04,,Debit
2024-01-30,FLIPKART,8648.2,,Debit
2025-09-07,ELECTRICITY BILL,2370.49,,Debit
2024-10-23,STARBUCKS,815.8,,Debit
2024-10-21,GYM MEMBERSHIP,2278.18,,Debit
2025-12-26,GAS CYLINDER,1177.42,,Debit
2024-07-21,SALARY CREDIT,54639.02,,Credit
2025-06-12,YOUTUBE PREMIUM,281.88,,Debit
2025-03-31,APOLLO PHARMACY,474.05,,Debit
2024-11-15,SPOTIFY,145.5,,Debit
2024-05-02,BOOKMYSHOW,616.11,,Debit
2024-10-22,AMAZON PRIME,365.84,,Debit
2025-02-26,SPOTIFY,140.4,,Debit
2025-06-21,SWIGGY,658.77,,Debit
2024-10-04,APOLLO PHARMACY,1751.32,,Debit
2025-10-17,DMART,716.26,,Debit
2024-07-27,STARBUCKS,784.06,,Debit
2025-03-04,APOLLO PHARMACY,1886.18,,Debit
2024-12-02,UBER,1296.11,,Debit
2025-03-05,WATER BILL,807.25,,Debit
2024-09-24,RENT,10893.51,,Debit
2024-04-29,STARBUCKS,546.29,,Debit
2025-05-01,LOCAL RESTAURANT,1658.73,,Debit
2025-09-03,MEDPLUS,232.99,,Debit
2024-12-26,ZOMATO,803.36,,Debit
2024-11-05,MOBILE RECHARGE,502.76,,Debit
2024-11-23,SALARY CREDIT,65585.82,,Credit
2025-03-30,YOUTUBE PREMIUM,151.24,,Debit
2024-07-14,LOCAL RESTAURANT,1878.29,,Debit
2024-04-25,FLIPKART,1921.02,,Debit
2025-12-16,PVR CINEMAS,1647.45,,Debit
2024-08-31,PVR CINEMAS,1541.07,,Debit
2024-12-13,AMAZON.COM,4752.96,,Debit
2024-04-18,DMART,3818.51,,Debit
2025-01-21,MYNTRA,1507.18,,Debit
2024-04-25,UDEMY COURSE,919.36,,Debit
2025-01-13,AMAZON.COM,2471.76,,Debit
2025-11-01,BOOKMYSHOW,391.72,,Debit
2025-12-22,DOMINOS PIZZA,560.88,,Debit
2025-01-04,OLA CABS,897.32,,Debit
2024-01-17,DMART,6959.63,,Debit
2025-07-16,UBER,1311.25,,Debit
2024-01-10,INTERNET BILL,1008.36,,Debit
2024-09-20,RENT,10134.19,,Debit
2025-06-29,PETROL PUMP,2586.54,,Debit
2025-08-30,UBER,1131.47,,Debit
2025-06-23,DOMINOS PIZZA,968.32,,Debit
2024-09-09,RAPIDO,616.0,,Debit
2024-05-05,SPOTIFY,165.3,,Debit
2025-10-03,DOMINOS PIZZA,1040.75,,Debit
2024-12-04,MEDPLUS,1261.85,,Debit
2025-04-23,NETFLIX,662.5,,Debit
2025-02-03,DOMINOS PIZZA,371.66,,Debit
2024-03-19,UDEMY COURSE,1512.84,,Debit
2025-10-30,UDEMY COURSE,1632.33,,Debit
2025-04-13,GAS CYLINDER,1285.97,,Debit
2024-08-17,MOBILE RECHARGE,461.72,,Debit
2024-07-30,AMAZON.COM,4778.75,,Debit
2025-04-29,DOMINOS PIZZA,904.32,,Debit
2025-07-21,GYM MEMBERSHIP,1487.06,,Debit
2024-06-04,LOCAL RESTAURANT,1148.16,,Debit
2024-08-23,RAPIDO,385.91,,Debit
2024-06-29,SWIGGY,243.7,,Debit
2025-04-26,ZOMATO,1008.61,,Debit
2024-07-09,BONUS CREDIT,1669.69,,Credit
2025-01-31,WATER BILL,867.73,,Debit
2024-06-06,BONUS CREDIT,1265.15,,Credit
2024-03-02,AMAZON PRIME,396.86,,Debit
2024-11-24,MOBILE RECHARGE,790.24,,Debit
2024-04-01,RAPIDO,92.94,,Debit
2024-05-31,SPOTIFY,279.24,,Debit
2024-02-12,INTEREST CREDIT,1123.65,,Credit
2025-10-05,OLA CABS,319.38,,Debit
2025-02-26,LOCAL RESTAURANT,1171.39,,Debit
2024-03-28,MCDONALDS,229.29,,Debit
2025-09-07,WATER BILL,808.75,,Debit
2024-01-13,MOBILE RECHARGE,794.0,,Debit
2025-01-16,LOCAL RESTAURANT,1541.15,,Debit
2025-09-18,AMAZON PRIME,1199.16,,Debit
2024-06-06,STARBUCKS,923.77,,Debit
2025-11-14,AMAZON PRIME,1329.7,,Debit
2024-12-05,RENT,19215.27,,Debit
2025-09-20,GYM MEMBERSHIP,1169.76,,Debit
2024-02-06,WATER BILL,586.66,,Debit
2025-04-05,WATER BILL,624.17,,Debit
2025-12-22,SALARY CREDIT,51693.76,,Credit
2024-03-08,AMAZON.COM,4125.87,,Debit
2024-12-19,RENT,12488.99,,Debit
2025-09-24,SWIGGY,706.97,,Debit
2025-12-21,RAPIDO,143.32,,Debit
2025-02-26,AMAZON.COM,6219.95,,Debit
2024-12-25,AMAZON.COM,1419.24,,Debit
2024-04-04,OLA CABS,146.97,,Debit
2025-12-29,DMART,2937.17,,Debit
2024-09-30,SALARY CREDIT,62915.99,,Credit
2025-09-09,RENT,10991.63,,Debit
2025-09-27,WATER BILL,846.81,,Debit
2025-06-21,INTEREST CREDIT,877.43,,Credit
2024-12-14,APOLLO PHARMACY,1144.67,,Debit
2025-01-13,BONUS CREDIT,584.4,,Credit
2024-06-21,OLA CABS,112.49,,Debit
2024-04-30,YOUTUBE PREMIUM,270.44,,Debit
2024-11-05,MCDONALDS,458.52,,Debit
2024-01-26,RAPIDO,630.4,,Debit
2024-05-29,DOMINOS PIZZA,930.54,,Debit
2024-06-23,RAPIDO,383.51,,Debit
2024-06-02,PETROL PUMP,4536.18,,Debit
2024-04-14,DOMINOS PIZZA,374.71,,Debit
2025-09-01,AMAZON.COM,3442.42,,Debit
2024-03-09,PETROL PUMP,4686.86,,Debit
2025-06-03,GAS CYLINDER,832.84,,Debit
2024-03-03,FREELANCE PAYMENT,24258.16,,Credit
2025-03-26,GAS CYLINDER,1464.76,,Debit
2024-06-12,MYNTRA,1994.23,,Debit
2024-04-01,MCDONALDS,609.3,,Debit
2024-01-08,SALARY CREDIT,48243.59,,Credit
2024-03-27,RAPIDO,62.79,,Debit
2025-01-19,FREELANCE PAYMENT,22520.92,,Credit
2025-08-21,SPOTIFY,212.07,,Debit
2025-05-03,PVR CINEMAS,1520.19,,Debit
2024-10-18,BOOKMYSHOW,235.35,,Debit
2024-08-29,AMAZON PRIME,1236.86,,Debit
2024-03-05,INTEREST CREDIT,1706.5,,Credit
2024-03-24,LOCAL RESTAURANT,627.85,,Debit
2024-06-17,SALARY CREDIT,52386.09,,Credit
2025-06-14,MCDONALDS,183.03,,Debit
2024-02-03,LOCAL RESTAURANT,978.22,,Debit
2025-02-01,LOCAL RESTAURANT,1953.27,,Debit
2025-04-27,OLA CABS,222.6,,Debit
2025-09-19,DOMINOS PIZZA,448.69,,Debit
2025-08-03,RAPIDO,729.12,,Debit
2025-03-04,MEDPLUS,2351.45,,Debit
2024-10-18,APOLLO PHARMACY,2910.91,,Debit
2024-03-12,BONUS CREDIT,237.18,,Credit
2024-12-27,PVR CINEMAS,1448.73,,Debit
2025-05-15,MYNTRA,1193.29,,Debit
2024-11-12,OLA CABS,443.8,,Debit
2025-07-12,MOBILE RECHARGE,558.29,,Debit
2025-11-16,MEDPLUS,532.97,,Debit
2025-01-07,WATER BILL,927.22,,Debit
2024-05-05,CASHBACK CREDIT,670.17,,Credit
2025-06-19,YOUTUBE PREMIUM,246.22,,Debit
2025-08-16,AMAZON.COM,3953.39,,Debit
2024-11-22,SWIGGY,948.14,,Debit
2024-01-29,MYNTRA,935.25,,Debit
2025-04-19,YOUTUBE PREMIUM,249.41,,Debit
2024-05-27,SPOTIFY,191.4,,Debit
2025-01-31,INTERNET BILL,804.99,,Debit
2025-12-14,FLIPKART,2906.93,,Debit
2025-05-16,OLA CABS,734.3,,Debit
2025-05-19,INTEREST CREDIT,809.3,,Credit
2025-07-27,ZOMATO,515.05,,Debit
2025-02-16,BOOKMYSHOW,1006.93,,Debit
2025-03-08,DOMINOS PIZZA,500.78,,Debit
2024-01-30,PETROL PUMP,1560.3,,Debit
2025-10-27,UDEMY COURSE,1968.64,,Debit
2025-01-05,UBER,931.56,,Debit
2025-09-30,FLIPKART,4838.26,,Debit
2024-06-10,DOMINOS PIZZA,760.25,,Debit
2025-09-15,BONUS CREDIT,501.26,,Credit
2025-05-18,BONUS CREDIT,1997.33,,Credit
2025-12-23,DMART,6862.18,,Debit
2025-09-20,SPOTIFY,158.84,,Debit
2024-06-29,RENT,13277.93,,Debit
2024-04-07,NETFLIX,740.83,,Debit
2025-05-16,UBER,650.11,,Debit
2024-09-23,BOOKMYSHOW,1444.71,,Debit
2025-05-26,YOUTUBE PREMIUM,208.02,,Debit
2025-08-02,SWIGGY,763.65,,Debit
2025-01-07,AMAZON PRIME,682.55,,Debit
2025-05-21,BONUS CREDIT,670.08,,Credit
2025-06-08,BOOKMYSHOW,818.91,,Debit
2024-03-21,RENT,13365.83,,Debit
2024-10-15,GYM MEMBERSHIP,2067.34,,Debit
2025-04-07,ZOMATO,1113.13,,Debit
2025-03-24,CASHBACK CREDIT,1347.04,,Credit
2025-05-25,APOLLO PHARMACY,1564.62,,Debit
2025-06-11,STARBUCKS,457.76,,Debit
2024-08-13,PVR CINEMAS,1577.24,,Debit
2025-01-20,INTERNET BILL,507.18,,Debit
2025-01-10,ELECTRICITY BILL,2003.68,,Debit
2025-05-04,SALARY CREDIT,52540.43,,Credit
2025-06-26,SPOTIFY,263.78,,Debit
2025-06-04,SWIGGY,684.25,,Debit
2024-08-24,ELECTRICITY BILL,1045.36,,Debit
2025-05-24,UBER,1061.77,,Debit
2024-07-28,STARBUCKS,445.92,,Debit
2025-03-04,RENT,10657.69,,Debit
2025-11-03,OLA CABS,490.33,,Debit
2025-05-05,BONUS CREDIT,1239.04,,Credit
2025-06-11,AMAZON.COM,8139.73,,Debit
2025-04-19,BOOKMYSHOW,1012.06,,Debit
2024-02-28,PETROL PUMP,1865.76,,Debit
2024-11-06,CASHBACK CREDIT,764.85,,Credit
2024-07-01,MCDONALDS,666.02,,Debit
2025-07-30,RENT,19081.83,,Debit
2024-10-26,GYM MEMBERSHIP,966.05,,Debit
2024-05-08,STARBUCKS,763.73,,Debit
2025-05-18,YOUTUBE PREMIUM,255.77,,Debit
2025-06-21,BOOKMYSHOW,695.83,,Debit
2025-10-31,AMAZON PRIME,673.75,,Debit
2025-06-20,STARBUCKS,878.56,,Debit
2025-10-31,SWIGGY,445.29,,Debit
2024-09-14,RAPIDO,626.69,,Debit
2025-11-11,NETFLIX,766.32,,Debit
2025-12-26,DMART,6967.14,,Debit
2025-01-21,CASHBACK CREDIT,881.37,,Credit
2025-11-24,AMAZON PRIME,873.82,,Debit
2024-04-18,CASHBACK CREDIT,1716.05,,Credit
2024-06-02,FREELANCE PAYMENT,13636.52,,Credit
2024-08-06,MEDPLUS,2631.28,,Debit
2025-01-04,ZOMATO,487.3,,Debit
2025-11-08,RENT,13267.36,,Debit
2025-08-19,LOCAL RESTAURANT,1638.91,,Debit
2024-06-13,APOLLO PHARMACY,2486.69,,Debit
2024-09-29,YOUTUBE PREMIUM,386.07,,Debit
2025-02-07,FLIPKART,1046.19,,Debit
2025-03-22,ELECTRICITY BILL,1741.95,,Debit
2024-10-08,MCDONALDS,592.12,,Debit
2024-11-19,STARBUCKS,338.14,,Debit
2024-10-23,AMAZON.COM,3682.76,,Debit
2024-02-17,WATER BILL,456.61,,Debit
2024-12-18,UDEMY COURSE,1443.54,,Debit
2025-05-24,INTERNET BILL,841.3,,Debit
2024-11-26,ELECTRICITY BILL,1899.21,,Debit
2025-11-11,PETROL PUMP,1152.79,,Debit
2024-03-14,GAS CYLINDER,867.22,,Debit
2024-08-30,RAPIDO,427.8,,Debit
2025-09-12,BONUS CREDIT,933.45,,Credit
2025-09-07,YOUTUBE PREMIUM,262.73,,Debit
2024-05-19,MCDONALDS,449.02,,Debit
2024-03-23,ZOMATO,200.88,,Debit
2025-05-28,RENT,10528.79,,Debit
2024-04-17,APOLLO PHARMACY,2410.89,,Debit
2024-09-11,MYNTRA,1583.85,,Debit
2024-06-01,PVR CINEMAS,1619.32,,Debit
2025-12-22,RAPIDO,682.33,,Debit
2024-04-28,WATER BILL,951.6,,Debit
2024-09-08,SPOTIFY,159.33,,Debit
2024-05-11,SALARY CREDIT,47512.6,,Credit
2025-11-03,WATER BILL,720.43,,Debit
2024-08-24,PVR CINEMAS,551.21,,Debit
2025-08-31,PETROL PUMP,3053.62,,Debit
2024-02-23,ELECTRICITY BILL,1075.19,,Debit
